Network Name,Machine Type,Processor Type,Platform Type,Operating System,Operating System Version,Operating System Release
f5ee0d26b53c,x86_64,,Linux-5.10.16.3-microsoft-standard-WSL2-x86_64-with-glibc2.31,Linux,#1 SMP Fri Apr 2 22:23:49 UTC 2021,5.10.16.3-microsoft-standard-WSL2
