Network Name,Machine Type,Processor Type,Platform Type,Operating System,Operating System Version,Operating System Release
Chandon,AMD64,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.19044-SP0,Windows,10.0.19044,10
